text,l1,l2,l3
"Liang Xiaoyu (Chinese: 梁晓宇, born 11 January 1996) is a Singaporean female badminton player. She started playing badminton at a very young age under the influence of her father, a badminton trainer. She became a member of the Singaporean national badminton team in May 2011.  She is scheduled to compete at the 2016 Summer Olympics held in Rio de Janeiro, Brazil.",Agent,Athlete,BadmintonPlayer
"E Nomine (from the Latin In Nomine, \""In The Name Of\"") is a German musical project, formed in 1999, by producers Christian Weller and Friedrich \""Fritz\"" Graner. Their music, which they call monumental dance, is a combination of trance, techno, and vocals which closely resemble Gregorian singing and chanting. Other vocals are performed by German voice actors such as long-time collaborators Christian Brückner and Rolf Schult. The primary languages in the songs are German and Latin. The project released its first album, Das Testament, in 1999. It was followed by Finsternis in 2002, Die Prophezeiung in 2003 and a compilation in 2004 (Das Beste aus... Gottes Beitrag und Teufels Werk), which also included new songs. After a few years years with no news of the project, e-mail correspondence between a fan and Chris Tentum (Weller) revealed that the group was in the process of producing new material, due for release some time in the near future. A year after this came to light, a new single from E Nomine appeared on Amazon.de entitled Heilig, due for release on December 28, 2007. The release date was pushed to mid-February 2008. Due to problems with their publisher, hard copies were never shipped, and the song was only made available for download. In the year 2012, the founders of E Nomine Weller and Graner started a new project, Schlafes Bruder, a Hardrock band which uses Latin chorus. It is a self-proclaimed revolution of E Nomine. The theme of their first album is the Crusades. The lead vocalist is Graner himself, who sang also Heilig and Excalibur, the last two known (but never officially released) E Nomine songs. Both songs are on the first Schlafes Bruder album, released on March 13th 2013. E Nomine's Christian-themed song \""Vater Unser\"" (Our Father) and album Das Testament were very popular among the German public.",Agent,Group,Band
"The Milk Carton Kids are an American indie folk duo from Eagle Rock, California, United States, consisting of singers and guitarists Kenneth Pattengale and Joey Ryan, who formed the group in early 2011. The Grammy-nominated, flat-picking harmony duo have since emerged as a powerful voice defining the continuing folk tradition whose virtuosity defines The Milk Carton Kids to the delight of both traditionalists and newcomers to the folk movement alike. NPR has described their approach to music as \""gorgeous contemporary folk\"" and \""Gillian Welch & David Rawlings-meets-Simon & Garfunkel with a splash of The Everly Brothers\"", which fairly represents the band's music while also appealing to the intended audience. The band has recorded and released four albums: Retrospect, Prologue, The Ash & Clay and Monterey. The forewords to both Prologue and The Ash & Clay were written by singer-songwriter and producer Joe Henry. The band is noted for releasing their first two albums for free and for playing their vintage guitars; Ryan playing a 1951 Gibson J-45 and Pattengale a 1954 Martin 0-15.",Agent,Group,Band
"Wolfsheim (German pronunciation: [ˈvɔlfs.haɪm]) was a synthpop band from Hamburg, Germany that consisted of Markus Reinhardt and Peter Heppner. Although never officially disbanded, Wolfsheim has been inactive since 2005 due to a dispute between the two members, which even led to trials in 2007 and 2008 that forbade either member to continue Wolfsheim without the other. The band's musical style takes cues from the 1980s New Romanticism and new wave, usually considered synthpop or darkwave. They are best known for their singles \""The Sparrows and the Nightingales\"" (1991), \""Once in a Lifetime\"" (1998) and \""Kein Zurück\"" (2003). Their lyrics tend to be melancholic, but at the same time modernist.",Agent,Group,Band
Aftermath is a thrash band from Chicago formed in 1985. They have released two studio albums under two monikers and been involved in several compilation projects. They subsequently changed their name to Mother God Moviestar in 1998 after a trademark dispute with Dr. Dre in which the court found that both could use the name. The band reformed as Aftermath in 2015.,Agent,Group,Band
"MonstrO is an alternative band composed of former Still Rain, Danzig and Bloodsimple drummer Bevan Davies, former Bloodsimple, Medication and Skrew bassist Kyle Sanders, former Torche guitarist Juan Montoya and guitarist and vocalist Charlie Suarez formerly of Sunday Driver. Their first show was April 24, 2010 at Lenny's Bar in Atlanta, Georgia. The band draws upon music such as ‘60s psychedelica, shoegaze, and heavy metal, as well as other personal influences. MonstrO's guitarist Juan Montaya stated, \""The music has elements of everything we grew up with—Led Zeppelin, Peter Gabriel, Queen, Soundgarden, Jane’s Addiction, and Metallica. However, we don’t follow trends.\"" It was announced on March 30, 2011, that MonstrO had signed with Vagrant Records and is recording their debut album with Alice in Chains vocalist William DuVall. The album is slated for release on September 6, 2011, on Vagrant Records.",Agent,Group,Band
"Acid Horse was a one-off collaborative side project between two industrial music pioneers, Ministry and Cabaret Voltaire. Only one single, \""No Name, No Slogan\"", was released in 1989 on Wax Trax! records. The band name is a combination of the slang terms for LSD (acid) and heroin (horse), as well as a play on the title of the then-popular acid house movement. As with many other Ministry side projects, such as PTP and the Revolting Cocks, the band member's identities are masked by pseudonyms. The members are as follows: \n* Alien Dog Star - Al Jourgensen \n* Gallopin' Scorpiosaddlebutt - Chris Connelly \n* Biff - Stephen Mallinder \n* Tennessee King - Paul Barker \n* Harold Sandoz - Richard H. Kirk Musically, Acid Horse resembles fellow Ministry side project PTP, in that it blends an upbeat dance-like electronic rhythm with catchy guitar-work. The lyrics come off in a serious, yet slightly comical tone - a trademark of many Ministry side projects.",Agent,Group,Band
"Captain, We're Sinking is an American punk band from Scranton, Pennsylvania. They have released two full-length albums. Singer Bobby Barnett is the brother of Greg Barnett who is the lead singer of The Menzingers. Former drummer Mike May, formerly of Tigers Jaw, is the brother of Tom May who is the singer/guitarist of The Menzingers. Singer Leo Vergnetti, Bobby Barnett, Greg Barnett, Mike May, and Adam McIlwee, formerly of Tigers Jaw, were all members of the former ska punk band Kos-Mos of Scranton, PA.",Agent,Group,Band
"Queens is a Polish girl trio formed in February 2005 by Polish Music Agency. The group is one of the best known girl bands in Poland. After scoring a minor success with their debut album, the group started touring, but illnesses caused several shows to be cancelled. The group was then recast, with only Monika Niedek retained from the original members. The new lineup's first single, \""We Are The Queens\"", was finally released in early 2007, but the song didn't gain much success. A bit later, when the video was recorded, Queens did a short promotional campaign and finally decided to take a short break. After the break, both the whole group and the Polish Music Agency decided to remix and re-release the last single. East Clubbers have mixed the song in 5 different versions. The re-released single also includes a song \""Piękne Chwile\"" (Beautiful Moments), which was the Polish-language version of \""We're The Queens\"".",Agent,Group,Band
"Streetlight Manifesto is an American ska punk band from New Brunswick, New Jersey formed in 2002. They released their first album, Everything Goes Numb, which was distributed by Victory Records, on August 26, 2003. The band headlined and sold out their first concert at Rutgers University in New Brunswick, New Jersey on December 9, 2003. Several of Streetlight Manifesto's members were well known in the New Jersey third wave ska community for their roles in past ska punk bands from that area, primarily Kalnoky's Catch 22 and fellow New Jersey band One Cool Guy.",Agent,Group,Band
"Stripmall Architecture formed when Ryan and Rebecca Coseboom's previous band, Halou, dissolved. The expanded band includes Tim Hingston (guitar), Patrick Harte (drums), Erica 'Unwoman' Mulkey (cello), and other supporting musicians for their live shows and recording sessions. The band used the service Kickstarter to generate funds to produce their new LP, Feathersongs For Factory Girls. Part one was released in April 2010, and part two followed a year later in 2011. Both parts were released together on a limited numbered edition double 10\"" LP on white vinyl in early 2011. The band was interviewed on Seattle's KEXP 90.3 Radio station on 12/09/09, performing several tracks live in studio. They also covered LCD Soundsystem's song \""Drunk Girls\"". Rebecca is also the singer for producer John Fryer's newest project DarkDriveClinic.",Agent,Group,Band
"Greasy Grapes is a rock & roll band formed in 2006 by Antonio Romero (guitar), Leo Laya (vocals), Alberto Márquez (bass) and Rafael Márquez (drums) in Caracas and mostly influenced by Southern Rock bands from the Deep South of the US. They have been labeled by Al Borde, a leading cutting edge Latin Alternative media company in United States as \""Southern Rock bastard seeds planted at Caribbean shores\"".",Agent,Group,Band
"2side1brain (ツーサイドワンブレイン, stylized as 2side1BRAIN) is a Japanese Post-hardcore group from Okinawa Prefecture, Japan, and a headliner of the Utanohi music festival. They are currently signed to an Independent record label, BORNtoLOVE Records, which is owned by the members of 2side1brain. They released their first album \""Singing Like Flood\"" on August 20, 2008 and their second album \""Wake Up My Emerald\"" on November 24, 2010. Their upcoming third studio album, \""Blood Red Eyes\"" will be released on August 15, 2012.",Agent,Group,Band
"Thurman were an English rock band heralding from Oxfordshire comprising brothers Nicholas Kenny, (Lead Vocals + Guitar) Simon Kenny (Bass + Additional vocals) plus Paul Disley (Drums). Heavily associated with the Britpop movement, rumors circulated at the time that they had originally been called '2 Die 4' -- a heavy metal band that saw heavy rotation on MTV and American rock radio with their one hit wonder \""You Got What It Takes\"" in the early 1990s with Andy Shaw on vocals. After Shaw's departure, they changed their name and music style as to be snapped up by a record label in the wake of the success of Blur and the mid-'90s UK music resurgence. Thurman's chirpy '60s-influenced retro sound was similar to one produced by a number of artists in 1995 at the height of Britpop mania. Their sole album 'Lux' was derided by some critics who found it lacking in depth and derided its near-plagiarism of a number of songs, most noticeably 'Children of the Revolution' by T-Rex on the track 'Loaded.' Despite some positive reviews at the time, Thurman's time in the spotlight was limited, along with numerous other minor league bands associated with Britpop, such as Salad and Powder. Following Thurman's demise, the Kenny brothers went on to form a Neil Young/Byrds/Dylan-influenced band called The Four Storeys along with drummer Dan Goddard (ex-Nubiles). Following a single release of a track entitled 'Castaway' in 1999 the band released an album entitled 'Betting On Now' in 2002, receiving critical acclaim from Steve Lamacq and the NME. Nicholas and Simon Kenny went on to form a new group called 'The Long Insiders', still with Dan Goddard on drums, and with vocalist Sarah Dodd.",Agent,Group,Band
"Wish for Wings are a metalcore band from Brisbane, Australia. In 2003, they released a four-track demo titled xDEMOx recorded with Adam Merker at Studio Andeers Deebers and distributed through local record shops. However, word quickly spread of the band's energetic live shows and stage presence and ticket sales soon eclipsed sales of the demo. In 2005, the band recorded and released their debut EP, From the Past to the Grave through Washed Up Records which reached No. 10 on the AIR Independent singles chart. The band then toured Australia, New Zealand and Canada in support of the release. Wish for Wings released their debut album, Afterlife in November, 2008.",Agent,Group,Band
"Scythian is a Celtic/Celtic rock band based in the DC Metro Area that formed in 2002 and went full-time in 2004. Their latest studio album, \""Old Tin Can,\"" is the band's seventh album. The band's name, according to the members of Scythian, means \""[a] bunch of pre-Mesopotamian barbarians who did not use forks or phonics,\"" to describe a varying sound that encompasses everything from traditional jigs and reels to contemporary covers. The UB Post describes their sound as a mix of Celtic, Klezmer, Gaelic, Gypsy and Rock. The band was named after Ukrainian nomads, Scythians, due to the Ukrainian ancestry of Alexander, Larissa and Danylo Fedorykas. The band comprises brothers Alexander Fedoryka (Violin/Mandolin/Harmonica/Bass/Vocals) and Danylo Fedoryka (Rhythm Guitar/Accordion/Vocals) as well as band members Josef Crosby (Violin/Bass/Vocals), and Tim Hepburn (Percussion/Drums). Since its inception, Scythian developed from a group of street performers in Alexandria, VA, to the 2009 winner of Washington City Paper's Best of DC 'Best Local Band' competition. In 2004 the band scored a brief appearance in the M. Night Shyamalan film The Village. The band has toured extensively on the East Coast. In 2011, Ben-David Warner began touring with Scythian, greatly strengthening their live sound. He left the band in 2014, returning to play once in 2015 while the band was on tour. He also makes an appearance on Old Tin Can. In July 2011, Michael Ounallah left the band. He was replaced by Andrew Toy as drummer who played through 2013. The band's current drummer is Tim Hepburn.",Agent,Group,Band
"Trees was an English folk rock band that existed between 1970 and 1973. Although the group met with little commercial success in their time, the reputation of the band has grown over the years. Like other folk contemporaries, Trees' music was influenced by Fairport Convention, but with a heavier and more psychedelic edge. The group's material was divided between adaptations of traditional songs and original compositions. Trees produced two studio albums, both in 1970, The Garden of Jane Delawney and On The Shore. The latter featured cover artwork by the Hipgnosis studio. The original band disbanded after recording the two albums. A second Trees incarnation formed and played until 1973; this group featured Celia Humphris, Barry Clarke, David Costa, Barry Lyons (ex-Mr Fox), Alun Eden (also ex-Mr Fox) and Chuck Fleming (ex-JSD Band). Recordings by this line-up can be found on bootleg releases. Both studio albums have been released on CD. In addition, a deluxe two disc edition of On the Shore was released in 2007, containing previously unreleased material. A new edition of the debut album followed in 2008, also containing previously unreleased material as well as some new recordings. Celia Humphris went on to become a voice artist and recently provided vocals for Dodson and Fogg, a folk-rock project released in 2012.",Agent,Group,Band
"Unrest is an indie rock band from the Washington, D.C. area. It was one of Mark Robinson's projects for what would eventually become the TeenBeat label, also created by Mark while in high school. Developing from an experimental approach of never playing the same song twice, earlier material seemed to be influenced by everything from punk to funk to Ennio Morricone. Original members Mark (guitar) and drummer Phil Krauth were joined by Bridget Cross on bass in 1990 and their sound evolved into a minimalist but lively kind of pop. The two full-length albums released with this line up, 1992's Imperial f.f.r.r. and 1993's Perfect Teeth (distributed by the influential British label 4AD Records) featured finely crafted pop songs interspersed with strange avant-garde percussive and sonic tracks (sometimes featuring nothing but white noise, beeps or sirens). EPs released around the same time period reveal an even more pronounced gap between pop and experimental elements. The group broke up in 1994 with Phil pursuing a solo career and Mark and Bridget continued for a time as Air Miami, which released two singles and one album, me me me. Since Air Miami's demise in the mid '90s, Mark has continued to release various solo projects, as well as albums with his bands Cotton Candy and Flin Flon, and continues to run the TeenBeat label as well. On February 24, 2005, Unrest played a one-time reunion show at Washington, D.C.'s Black Cat club as a part of the TeenBeat Records 20th anniversary celebration. Also appearing were Eggs, +/-, True Love Always, The Fontaine Toups, and Jonny Cohen. On April 22, 2008, Teenbeat released an album by Bridget Cross under the alias Maybe It's Reno. The self-titled album features Robinson and Krauth on the first seven tracks, almost equating this project to another reunion of Unrest, though this time, all of the songs are written by Cross and she also performs all of the vocals. Unrest reunited again for a small east coast tour in July 2010.",Agent,Group,Band
"Ali Love (born Alexander Williams, 1979) is an English musician, singer and songwriter. Previously signed to Columbia Records as a solo artist, he is now a member of the house music band Hot Natured and the duo Infinity Ink. In 2006 Ali Love released his first two singles, \""K-Hole\"" and \""Camera on a Pole\"" on his own independent label \""I Love Records\"". He rose to the limelight providing vocals for The Chemical Brothers hit, \""Do It Again\"", for their 2007 album, We Are the Night. \""Do It Again\"" was synched to the world wide commercial for Paco Rabanne \""1 Million\"" and \""Lady Million\"". In 2007 Ali released his first major single, \""Secret Sunday Lover\"". This was followed by \""Late Night Session\"" on Columbia Records. In 2008 Ali parted company with Columbia Records and, although his originally scheduled debut album, Love Music, was set for release shortly after \""Late Night Session\"", it remains commercially unreleased. In April 2009 Ali Love signed a new record deal with Back Yard Recordings and Blue Mountain Publishing. In February 2011 Ali Love signed to Dim Mak Records in the USA. In 2011, he sang and co-wrote the new Justice single called \""Civilization\"". The track was used in the biggest Adidas commercial to date, \""Adidas All In\"" starring David Beckham, Katy Perry and B.o.B.",Agent,Group,Band
"Take That are an English pop group, formed in Manchester in 1990. The group currently consists of Gary Barlow, Howard Donald, and Mark Owen. The original line-up also featured Jason Orange and Robbie Williams. Barlow acts as the group's lead singer and primary songwriter, with Owen and Williams initially providing backing vocals and Donald and Orange serving primarily as dancers. The group have had 28 top 40 singles and 17 top 5 singles in the United Kingdom, 12 of which have reached number 1, as well as having seven number 1 albums. Internationally the band have had 56 number 1 singles and 37 number 1 albums. They have received eight Brit Awards—winning awards for Best British Group and Best British Live Act. Robbie Williams left the band in 1995 while the four remaining members completed their world tour and released a final single before splitting up in 1996. After filming a 2005 documentary about the group and releasing a new greatest hits album, a four-piece Take That without Williams officially announced a 2006 reunion tour around the UK, entitled The Ultimate Tour. On 9 May 2006, it was announced that the group were set to record new material together once again; their fourth studio album, Beautiful World, was released in 2006 and was followed up with The Circus, in 2008. The group achieved new success as a four-piece, scoring a string of chart hits across the UK and Europe while taking the number of records sold to 45 million worldwide. Williams rejoined Take That in 2010 for the band's sixth studio album, Progress. Released on 15 November of that year, it was the first album of new material to feature Take That's original line-up since their 1995 album, Nobody Else. It became the fastest selling album of the 21st century and the second fastest selling album in British history. In 2014 the band recorded a seventh studio album, this time as a trio without Williams and Orange. The album, titled III, was released in November 2014 and became the band's seventh number 1. It was preceded by the single \""These Days\"", which became the band's 12th number 1 single in the UK. Since 2011, Take That have set the new record for the fastest selling tour of all time in the UK with Progress Live, beating the previous record set by their Circus Live Tour in 2009, won the 2011 Brit Award for Best British Group, and were named as Amazon's top-selling music artist of all time. In 2012, the band were announced by Forbes as the fifth highest-earning music stars in the world. In the same year, the Official Charts Company revealed the biggest selling singles artists in British music chart history with Take That currently placed at 15th overall, making them the most successful boy band in UK chart history with four of their albums listed in the best selling albums of the millennium.",Agent,Group,Band
Dance 2 Trance was a German trance duo composed of Rolf Ellmer and DJ Dag Lerner. They had a small number of hit singles in the mid 1990s and were associated with Jam & Spoon.,Agent,Group,Band
"Elliott Management Corporation is an American hedge fund management firm. It serves as the management affiliate of American hedge funds flagship Elliott Associates L.P. and Elliott International Limited. Elliott was founded by Paul Singer, who also serves as CEO of the management company, which is based in New York City. From inception, Elliott has generated for its investors a 14.6% net compound annual return, compared to 10.9% for the S&P 500 stock index, and now has more than US$23 billion in assets under management. As of the first quarter of 2015, Elliott's portfolio is worth over $8 billion. By 2009 \""more than one-third of Elliott’s portfolio was concentrated in distressed securities, typically in the debt of bankrupt or near-bankrupt companies.\"" Elliot has widely been described as a vulture fund.",Agent,Company,Bank
"Munich Re Group or Munich Reinsurance Company (German: Münchener Rück; Münchener Rückversicherungs-Gesellschaft) is a reinsurance company based in Munich, Germany. It is one of the world’s leading reinsurers. ERGO, a Munich Re subsidiary, is the Group’s primary insurance arm. Munich Re's shares are listed on all German stock exchanges and on the Xetra electronic trading system. Munich Re is included in the DAX index at the Frankfurt Stock Exchange, the Euro Stoxx 50, and other indices.",Agent,Company,Bank
"The Bank of Madras was one of the three Presidency Banks of British India, along with the Bank of Bengal and the Bank of Bombay. It was established on 1 July 1843 through the amalgamation of a number of existing regional banks and headquartered in Madras (now Chennai). It was merged with the other Presidency banks in 1921 to form the Imperial Bank of India, which later became the State Bank of India.",Agent,Company,Bank
"Shinhan Bank (신한은행 Shinhan Eunhaeng, SWIFT SHBKKRSE, numeric 088), is a bank headquarters in Seoul, South Korea. Historically it was the first bank in Korea, established under the name Hanseong Bank in 1897. The bank was reestablished in 1982. It is part of the Shinhan Financial Group, along with Jeju Bank. Chohung Bank merged with Shinhan Bank on April 1, 2006. Shinhan Bank started as a small enterprise with a capital stock of KRW 25.0 billion, 279 employees, and three branches on July 7, 1982. Today, it has transformed itself into a large bank, boasting total assets of KRW 176.9 trillion, equity capital of KRW 9.7 trillion, 10,741 employees, and 1,026 branches as of 2006. As of June 30, 2016, Shinhan Bank had total assets of KRW 298.945 trillion (US$260 billion), total deposits of KRW 221.047 trillion (US$192 billion) and loans of KRW 212.228 trillion (US$184 billion). Shinhan Bank is the main subsidiary of Shinhan Financial Group[SFG]",Agent,Company,Bank
"Triodos Bank N.V. is a bank based in the Netherlands with branches in Belgium, Germany, United Kingdom and Spain. It claims to be a pioneer in ethical banking. Triodos Bank finances companies which it thinks add cultural value and benefit both people and the environment. That includes companies in the fields of solar energy, organic farming or culture. The name Triodos is derived from the Greek \""τρὶ ὁδος - tri hodos,\"" meaning \""three-way approach\"" (people, planet, profit). Triodos Bank's balance sheet was worth EUR 5.3 billion by the end of 2012. It is influenced by the anthroposophical movement. Savers can open conventional savings accounts, as well as ethical funds and venture capital. Triodos also has an active international department, supporting microfinance initiatives across the developing world. Triodos is the only commercial bank in the UK to provide an annual list of all the loans the bank has made. In 1980 Triodos launched the first \""green fund\"", a fund for environmentally friendly projects, on the Amsterdam Stock Exchange. Friends of the Earth in the Netherlands claims that transferring 10,000 euros in savings from a \""climate laggard\"" such as ABN Amro to Triodos will effectively result in a carbon dioxide emissions saving equivalent to what would be achieved by not driving a car for six months. The bank compensates 100% of its own CO2 emissions. Triodos took over the British ethical bank Mercury Provident in 1994. As of the end of 2012, Triodos Bank had more than 437,000 customers. About half of these are in the Netherlands, and a quarter in Spain. The bank was founded as an anthroposophical initiative. The bank's statutes were committed to anthroposophical principles until 1999, but in later years, the bank has broadened its appeal. The bank operations and customer relations are mainly based on the web, but adapt to local customs. In Spain, for example, physical offices are preferred by the clients and therefore several commercial offices have been opened in the major towns.",Agent,Company,Bank
"The RiverBank was a bank offering banking, insurance and investment services. On October 7, 2011 the Minnesota Department of Commerce shut down The RiverBank and subsequently the FDIC was named Receiver. To protect depositors, the FDIC entered into a purchase and assumption agreement with Central Bank, Stillwater, Minnesota, to assume all of the deposits of The RiverBank.",Agent,Company,Bank
"Digital Federal Credit Union (DCU) is a credit union based in Marlborough, Massachusetts. It has over 500,000 members and is among the top 20 credit unions in the U.S.A. and the largest credit union headquartered in New England as measured by assets. DCU has over $8 Billion USD in assets. DCU is regulated under the authority of the National Credit Union Administration (NCUA) of the US federal government. DCU has 17 full-service branches in Massachusetts and 5 full-service branches in New Hampshire, although it has members in all 50 U.S. states.",Agent,Company,Bank
"Bay View Bank was a San Mateo, California, based bank which, at its height, operated 58 branches across the San Francisco Bay Area. It was one of the largest locally based banks in the San Francisco market. It had $3.03 billion in combined total deposits and $731,000 in loans, as of September 30, 2002. A wholly owned subsidiary of Bay View Capital Corp., Bay View Bank was liquidated in 2002 and sold off in parts. U.S. Bank bought its retail branch network and home mortgage assets, and Washington Mutual bought its multifamily and commercial real estate assets.",Agent,Company,Bank
"Banco Etcheverría was a Spanish bank. It was the oldest bank in the Spanish financial system, and the 11th oldest surviving bank in the world, older by over half a century than the Bank of Spain itself. It was founded in Betanzos, A Coruña (Spain) in 1717 by Juan Etcheverry, a French businessman established in Galicia who also created a tanning factory. His family inherited and continued the bank business through generations; the primitive Etcheverry transformed into Etcheverría to adapt to Spanish spelling (although the standard Spanish spelling is now Echeverría) The name comes from the Basque language Euskera - Etxeberria, meaning \""new house\"". In 1964 it became an S.A. (corporation). Its stockholders (Francisco Javier, Asunción, María Cruz and Magdalena Etcheverría de la Muela) are all from the Etcheverría family, except the Caixa Galicia corporation, which bought a 37,12% in 2002 for 13,25 million Euro. It currently has offices in all four Galician provinces as well as in Madrid. The bank has specialized in personal banking and wealth management. In December 2012, Venezuela's largest bank, Banesco, announced it has bought a majority stake in the Etcheverría bank by acquiring the 44.7% owned in the latter by nationalized Spanish bank Novagalicia Banco (NGB) as well as shares owned by the Etcheverría family. After Banesco's entry, the following table reflects the voting rights:",Agent,Company,Bank
"Kerala Gramin Bank or KGB in short, is India’s largest Regional Rural Bank (RRB) with more than ₹25,000 crore of business, headquartered at Malappuram in Kerala, India. The bank is jointly owned by Central and State Governments & sponsored by Canara Bank. KGB has the third largest branch network among all the commercial banks operating in Kerala with 600 branches, 4 service branches, 3 ultra small branches, 10 regional offices, more than 270 ATMs and 157 kiosk banking outlets across the state. The credit-deposit ratio of the bank is around 100%, which is the highest among all major banks of Kerala. The bank was formed by amalgamating North Malabar Gramin Bank and South Malabar Gramin Bank in 2013. As a fully Government owned undertaking, KGB is in the forefront in meeting its social commitments and also in implementing various Government formulated policies and schemes. It is having dominant presence in all the 14 districts of Kerala State and is the only Regional Rural Bank in the State. The bank achieved 20% growth in the last financial year & plan to take the branch network to 1,000 in a couple of years.",Agent,Company,Bank
"Kroll Bond Rating Agency (KBRA) is a credit rating agency. KBRA publishes research and analyses that are available to the public domain free of charge. KBRA is registered with the U.S. Securities and Exchange Commission as a Nationally Recognized Statistical Rating Organization (NRSRO). In addition, KBRA is recognized by the National Association of Insurance Commissioners (NAIC) as a Credit Rating Provider (CRP). Its head office is located on 845 Third Avenue in Midtown, New York City. The firm was founded by Jules Kroll who purchased Lace Financial, a Subscription Rating Service Company. KBRA is currently active in the CMBS, RMBS, ABS, Public Finance, Corporate Finance, Financial Guarantor, and Financial Institutions sectors.",Agent,Company,Bank
"Landsbankinn (literally \""the national bank\"", originally NBI hf, also known as Nýi Landsbanki, Icelandic for \""new national bank\"") is an Icelandic bank headquartered in Reykjavík. It was established in 2008 by the Icelandic government out of the domestic operations of its predecessor Landsbanki which failed during the 2008–2011 Icelandic financial crisis. It is one of the largest banks in Iceland and the history of its predecessor goes back to 1885. The bank has been state owned since its establishment and its current shareholders are the Icelandic State Financial Investments with 81.33% of the shares in the bank, while the remaining 18.67% of the shares are currently owned by the winding-up receivership (Landsskil) for the old bankrupt Landsbanki.",Agent,Company,Bank
"Cassa Padana Banca di Credito Cooperativo S.C. is an Italian bank based in Leno, Lombardy region. The bank served the area around Brescia (Val Camonica and Val Trompia) and 8 other provinces of northern Italy. In terms of branches, the bank is the fourth largest bank among the Federazione Italiana delle Banche di Credito Cooperativo - Casse Rurali ed Artigiane (Federcasse), behind Banca di Credito Cooperativo di Roma, Banca del Territorio Lombardo (71 branches in 2016) and Banca d'Alba. However, in terms of total assets (of 2014), the bank was behind BCC Roma, Banca d'Alba, Banca del Territorio Lombardo (pro forma data), Credito Cooperativo Ravennate e Imolese, Emilbanca, Banca Credito Cooperativo di Brescia, Banca di Credito Cooperativo di Carate Brianza, Banca Centropadana and ChiantiBanca. According to the same research by Ricerche e Studi, the bank was ranked 56th among all types of banks (despite some banks were omitted from the study). The bank was also the member of Federazione Lombarda delle Banche di Credito Cooperativo (6.23% stake).",Agent,Company,Bank
"The Bank of London and South America Limited or BOLSA (Spanish: Banco de Londres y América del Sur, also known simply as Banco de Londres) was a British bank, which operated in South America between 1923 and 1986.",Agent,Company,Bank
"SpareBank 1 SMN is a Norwegian savings bank based in Trøndelag. The bank has 71 branches in 51 municipalities in Central Norway and is part of the bank alliance SpareBank 1. In Nord-Trøndelag and Sør-Trøndelag the bank is branded SpareBank 1 Midt-Noge while it is branded SpareBank 1 Romsdals Fellesbank in Møre og Romsdal but in April 2008 the bank changed its name to Sparebank 1 SMN. The company has its head office in Trondheim. The CEO is Finn Haugan. The bank has total assets of NOK 46 billion, making it the 9th largest bank in Norway. In Trøndelag the bank has a market share of 38% while it has a 28% marked share in Romsdal. The bank serves both private customers in addition to agricultural, small and medium-sized businesses in addition to the public sector.",Agent,Company,Bank
"Mizuho Corporate Bank, Ltd. (株式会社みずほコーポレート銀行 Kabushiki-gaisha Mizuho Kōporēto Ginkō), or MHCB, was the corporate and investment banking subsidiary of Mizuho Financial Group, the second-biggest Japanese financial services conglomerate, prior to the reintegration of investment banking services under the Mizuho Bank name in July 2013. MHCB was created in April 2002 by the merger of the Dai-Ichi Kangyo Bank and Fuji Bank's corporate and investment banking division with the Industrial Bank of Japan. Headquarters were in the Ōtemachi district of Chiyoda, Tokyo, Japan. Backed by Mizuho Financial Group's credit ratings and financial solidity, MHCB was positioned as a major player in financial markets and among Japan's leading corporate and investment banks by market share. The brokerage arm Mizuho Securities was also a primary dealer in the U.S. Treasury securities market. MHCB opened a branch in Wuxi, China in 2006 in a bid to support transactions with Japanese companies operating in the city. Mizuho was the first foreign bank to have a branch in Wuxi. The bank also has a branch in the Philippines.",Agent,Company,Bank
"Billpoint was the name of a person-to-person money transfer service founded in 1998 and purchased in 1999 by online auctioneer eBay. It was founded by Jason May. They obtained venture funding from Sequoia Capital in February 1999. Billpoint's website was taken offline while eBay integrated Billpoint into their auction service, and it did not reappear until the Spring of 2000 when it was relaunched as a joint-venture with Wells Fargo bank. During this interval, online payment service PayPal was launched, rapidly becoming popular with eBay's customers. Billpoint and eBay spent much of the next two years trying to overtake PayPal, but with mixed results. In July 2002, eBay CEO Meg Whitman agreed to the acquisition of PayPal with its CEO Peter Thiel. When the deal was closed in October 2002, eBay began the process of phasing out Billpoint. The shutdown was completed in early 2003, following the 2002 Christmas holidays.",Agent,Company,Bank
"Great Wisconsin Credit Union, formerly known as CUNA Credit Union until 2005, was a credit union that was founded on September 17, 1935 in Madison, Wisconsin. The credit union had been started to serve employees of the CUNA Mutual Group and the local community. By 2007, Great Wisconsin Credit Union had approximately 46,000 members and 428 million dollars in assets. As of 2008, the credit union had a total of nine locations throughout Wisconsin. The credit union became defunct in 2008, after a merger with Summit Credit Union.",Agent,Company,Bank
"BPAY is an electronic bill payment system in Australia which enables payments to be made through a financial institution's online, mobile or telephone banking facility to organisations which are registered BPAY billers. BPAY is a registered trading name of BPAY Pty Ltd, a wholly owned subsidiary of Cardlink Services Limited. Cardlink is owned equally by the four major Australian banks: Australia and New Zealand Banking Group Limited, Commonwealth Bank of Australia, National Australia Bank Limited and Westpac Banking Corporation.",Agent,Company,Bank
