Y1,Y2,Y,Domain,area,keywords,Abstract
2,14,47,Psychology  , Child abuse  , child maltreatment; economic hardship; developmental outcomes; resilience        ,"There is strong evidence that poverty and economic disadvantage are associated with child maltreatment; however, research in this area is underdeveloped in Canada. The purpose of this paper is to examine the relationship between economic hardship and maltreatment for families and children identified to the Ontario child protection system for a maltreatment concern. Secondary analyses of the Ontario Incidence Study of Reported Child Abuse and Neglect-2013 (OIS-2013) were conducted. The OIS-2013 examines the incidence of reported maltreatment and the characteristics of children and families investigated by child welfare authorities in Ontario in 2013. Descriptive and bivariate chi-square analyses were conducted in addition to a logistic regression predicting the substantiation of maltreatment. In 9% of investigations, the household had run out of money for food, housing, and/or utilities in the past 6 months. Children in these households were more likely to have developmental concerns, academic difficulties, and caregivers with mental health concerns and substance use issues. Controlling for key clinical and case characteristics, children living in families facing economic hardship were almost 2 times more likely to be involved in a substantiated maltreatment investigation (OR = 1.91, p < 0.001). The implications in regard to future research and promoting resilience are discussed."
2,14,47,Psychology  , Child abuse  , violence; aggression; definitions; intent; injury        ,"Accurate definitions of phenomena are essential to any scientific enterprise. A definition of violence should be fully capable of accounting for the exclusion of behaviors such as accidents and self-defense, and the inclusion of behaviors such as child abuse, sexual offenses, and manslaughter. Violence research has produced numerous and sometimes conflicting definitions of violence that can be organized into 4 general camps: the exemplars approach, the social psychology approach, the public health approach, and the animal research approach. Each approach has strengths and limitations, but to fully distinguish violence from other behaviors requires incorporating elements from all of them. A comprehensive definition of violence includes 4 essential elements: behavior that is (a) intentional, (b) unwanted, (c) nonessential, and (d) harmful. More sophisticated recognition of some elements is needed. For example, shortened telomeres-a known consequence of child abuse-is a far more serious harm than a scratch or bruise that will fully heal in a few days. Many problems in the field are due at least in part to insufficient attention to definitions, such as minimization of sexual violence, bullying, and other behaviors that do not map onto prototypical exemplars. More precise definitions of violence can improve surveillance, promote more accurate identification of causes and consequences, enhance evaluation of treatment outcomes, and guide development of prevention programs, among other benefits."
2,14,47,Psychology  , Child abuse  , Alimemazine; Trimeprazine; Munchausen syndrome by proxy        ,"Munchausen syndrome by proxy (MSBP), also known as fabricated or induced illness in a child by a caretaker, is a form of abuse where a caregiver deliberately produces or feigns illness in a person under his or her care, so that the proxy will receive medical care that gratifies the caregiver. The affected children are often hospitalized for long periods and endure repetitive, painful and expensive diagnostic attempts. We present an analytically confirmed case of MSBP by alimemazine. A 3-year-old boy was brought repetitively to a Pediatric Emergency Department by his mother because he presented limb tremors, dysarthria, obnubilation, and ataxia and generalized tonic-clonic seizures coinciding with intermittent fever. Neither the rest of the physical examination nor the complementary tests showed any significant alterations. MSBP was suspected and a routine systematic toxicological analysis in urine and blood was requested. Alimemazine was detected in all biological samples. The administration of this drug was never mentioned by the mother and the subsequent interview with her corroborated the suspicion of MSBP. Clinically, after separation from the mother, the child's neurological symptoms gradually improved until the complete disappearance of the cerebellar symptoms. Alimemazine was quantified in serum, urine, gastric content and cerebrospinal fluid samples by gas chromatography-mass spectrometry (maximum serum level was 0.42 mu g/ml). Hair quantification of alimemazine was performed by ultra-performance liquid chromatography-tandem mass spectrometry in different segments of hair. The results confirmed regular substance use during the at least eight last months (8.8, 14.7, 19.7 and 4.6 ng/mg hair starting from most proximal segment). This patient represents the first case published with analytical data of alimemazine in blood, urine, gastric content, cerebrospinal fluid and hair, which allowed us to prove an acute and repetitive poisoning with alimemazine as evidence of MSBP. (C) 2016 Elsevier Ireland Ltd. All rights reserved."
5,12,84,Medical , Children's Health  , nutrition; communicable disease; children; qualitative public health        ,"In Brazil, although many children from low income families attend day care centers with appropriate hygiene practices and food programs, they have nutritional disorders and communicable diseases. This quantitative and qualitative cross-sectional study identified staff challenges in child day care centers and suggested alternative activity management to prevent nutritional disorders and communicable diseases. The study included 71 nursery teachers and 270 children from public and philanthropic day care centers (teacher to child ratios of 1:2.57 and 1:6.40, respectively). Interviews and focus groups were conducted with teachers and parents, and anthropometry and blood samples were drawn from the children by digital puncture. Children in philanthropic child day care centers were more likely to be hospitalized due to communicable diseases. Teachers from philanthropic child day care centers had lower age, income and education and higher work responsibilities based on the number of children and working time. The focus groups characterized institutions with organized routines, standard food practices, difficulties with caretaking, and lack of training to provide healthcare to children. Strategies to improve children's health in day care settings should focus on training of teachers about healthcare and nutrition."
5,12,84,Medical , Children's Health  , children; pregnancy and childbirth disorders; public health        ,"To investigate the influence of premature birth on conditions among children aged 6-17 years. The National Survey of Children's Health in the USA added a question on premature birth for the first time in the 2011-12 wave. The influence of being born premature on different conditions while controlling for sociodemographic factors was assessed using logistic regression. A total of 6882 out of 62 078 (11.1%) of children aged 6-17 years were born premature. Compared with children who were not born premature, those who were born premature were more likely to have cerebral palsy [odds ratio (OR) = 9.6, confidence interval (CI): 7.4-12.4], vision problems (OR = 2.3, CI: 2.0-2.6), hearing problems (OR = 1.7, CI: 1.6-2.0) and a special healthcare need (OR = 1.7, CI: 1.6-1.8). Children who were born premature had an increased likelihood of not being on a sports team or not taking sports lessons after school or on weekends during the past 12 months than those who were not born premature (OR = 1.2, CI: 1.1-1.3). Prematurity may be associated with negative outcomes as infants transition into childhood and adolescence. Interventions within the life-course perspective are needed to alleviate the long-term consequences of prematurity."
5,12,84,Medical , Children's Health  , Childhood obesity; parenting practices; parenting challenges; risk society        ,"The purpose of this study was to explore parents' perspectives and concerns related to childhood obesity and children's health. Semi-structured interviews were conducted with 19 parents (14 mothers and 5 fathers) of primary school aged children. Qualitative analysis revealed that the parents were concerned about healthy living but not necessarily about obesity per se, since some parents resisted the dominant discourse surrounding the notion of obesity risk. It was important for all of the parents, though, to see themselves as good parents' by ensuring healthy nutrition and exercise. This, in turn, led to considerable challenges for the parents, including workload increase, stress, and frustration. The findings are discussed in terms of new ideologies of intensive parenting and the potential influence of the risk society' on parenting practices."
5,12,84,Medical , Children's Health  , Potassium iodide; Lead accumulation; Meso-2   3-dimercaptosuccinic acid; Chlorophyll; Food additives; Mice       ,"Objectives: Lead (Pb) pollution is a serious public health problem all over the world, it especially plays severe damage role in children's health. Apart from reducing lead-induced damages, the decrease of lead accumulation is also critical. This study has been the first attempt to investigate effects of meso-2,3-dimercaptosuccinic acid (DMSA), potassium iodide (KI) and chlorophyll (Chl) on lead accumulation in male mice. Material and Methods: Eighty healthy Kunming male mice were selected and divided randomly into 8 groups. They were treated with lead acetate (PbAc) intraperitoneally, individually and in combination with the DMSA, KI or Chl once daily for 5 days. Meanwhile, the control group was treated with normal saline during the whole exposure period. On 30th day, mice were sacrificed and lead concentrations were detected in the whole blood, livers, kidneys, and testicles of mice by means of the graphite furnace atomic absorption spectrometry. Results: In comparison with the control group, lead concentrations increased in mice treated with the PbAc and DMSA, KI and Chl diminished lead accumulation in the whole blood, livers, and kidneys. Chl had specifically the same effects on lead concentrations in the testicles of male mice. Conclusions: Potassium iodide and Chl, as food additives, had the same effects as the DMSA to reduce lead accumulation in male mice effectively. Our results provided experimental evidence in vivo for the preventive measures of lead poisoning."
5,12,84,Medical , Children's Health  , Housing environment; Children's health; Carbonyls; VOCs; SVOCs; Fungi        ,"In 2013, a comprehensive investigation of environmental conditions was carried out in schoolchildren's houses during winter and summer in Beijing, China. The houses were divided into two Groups (Group A: unhealthy children's houses; Group B: healthy children's houses). According to the field measurement, inappropriate thermal environment contributed by indoor low temperatures and RHs in winter and dampness in summer could affect childhood health. The beyond standard (1000 ppm) situations of CO2 concentration revealed poor ventilation in houses of Group A, which could increase the risk of children's asthma and respiratory infections. Indoor carbonyls and VOCs levels in almost all the homes did not exceed the guideline. However, the integrated influence of these compounds should be noted for possible adverse health effects, especially in child's bedroom where children spent more time. Dibutyl phthalate (DBP) and Di (2-ethylhexyl) phthalate (DEHP) were most frequently detected SVOCs in house dust. In summer, the average child's daily intake of phthalates from house dust in homes of Group A was significantly higher (p < 0.01) than that of Group B. Cladosporium spp., Penicillium spp. and Aspergillus spp. accounted for about 90% of indoor airborne fungi. Airborne fungal levels in about 70% of measured rooms exceeded 1000 cfu/m(3) in summer. The high correlation between airborne fungi and PM was found, consequently, children's health could be affected by the combined action of airborne fungi and PM. These results were helpful to evaluate and design healthy housing environment for schoolchildren. (C) 2016 Elsevier Ltd. All rights reserved."
5,12,84,Medical , Children's Health  , Developmental disabilities; Premature birth; Infant; Low birth weight; Risk factor        ,"Purpose: Although previous studies demonstrate associations between adverse perinatal outcomes and developmental disabilities (DDs), study of population impacts is limited. Methods: We computed relative risks adjusted (aRRs) for sociodemographic factors and component and summary population attributable fractions (PAFs) for associations between very low birth weight (VLBW, all preterm births), moderately low birth weight (MLBW) + Preterm, MLBW at term, and normal birth weight (NBW) + Preterm and seven DDs (cerebral palsy [CP], autism spectrum disorder [ASD], intellectual disability [ID], behavioral-conduct disorders, attention-deficit-hyperactivity disorder [ADHD], learning disability [LD], and other developmental delay) among children aged 3-17 years in the 2011 2012 National Survey of Children's Health. Results: VLBW-Preterm, MLBW-Preterm and NBW-Preterm were strongly to moderately associated with CP (aRRs: 43.5, 10.1, and 22, respectively; all significant) and also associated with ID, ASD, LD, and other developmental delay (aRR ranges: VLBW-Preterm 2.8-5.3; MLBW-Preterm 1.9-2.8; and NBW-Preterm 1.6-2.3). Summary PAFs for preterm birth and/or LBW were 55% for CP, 10%-20% for ASD, ID, LD, and other developmental delay, and less than 5% for ADHD and behavioral-conduct disorders. Findings were similar whether we assessed DDs as independent outcomes or within mutually exclusive categories accounting for DD co-occurrence. Conclusions: Preterm birth has a sizable impact on child neurodevelopment. However, relative associations and population impacts vary widely by DD type. (C) 2016 Elsevier Inc. All rights reserved."
5,12,84,Medical , Children's Health  , Folate status; Pregnancy; Tobacco smoking; Hokkaido Study on Environment and Children's Health        ,"The International Clearinghouse for Birth Defects, Surveillance and Research reports a rise in the prevalence rate of spina bifida in Japan. We determined first-trimester folate status of Hokkaido women and identified potential predictors. Participants were 15 266 pregnant women of the Hokkaido Study on Environment and Children's Health Cohort. Data were extracted from self-reported questionnaires and biochemical assay results. Demographic determinants of low folate status were younger maternal age (adjusted OR (AOR) 1.48; 95% CI 1.32, 1.66), lower educational level (AOR 1.27; 95% CI 1.17, 1.39) and lower annual income (AOR 1.11; 95% CI 1.01, 1.22). Plasma cotinine concentrations of 1.19-65.21 nmol/l increased the risk of low folate status (AOR 1.20; 95% CI 1.10, 1.31) and concentrations >65.21 nmol/l further increased the risk (AOR 1.91; 95% CI 1.70, 2.14). The most favourable predictor was use of folic acid (FA) supplements (AOR 0.19; 95% CI 0.17, 0.22). Certain socio-demographic factors influence folate status among pregnant Japanese women. Modifiable negative and positive predictors were active and passive tobacco smoking and use of FA supplements. Avoiding both active and passive tobacco smoking and using FA supplements could improve the folate status of Japanese women."
5,12,84,Medical , Children's Health  , Oral health; Dental caries; Dental health services; Social risk factors        ,"Objectives The purpose is to examine the relation of social risk factors, and the cumulative burden of social risk factors, on parent-reported dental health and dental care-seeking behavior. Methods National Survey of Children's Health data (2011-2012) were analyzed for US children by Title V Block Grant regions. Multivariate logistic regressions were estimated for ten social risk factors, as well as a cumulative risk index, to find any associations with poor condition of teeth, presence of dental caries, and no dental care visits. Results Almost all of the risk factors were significantly associated with poor condition of teeth and presence of dental caries for the US. Models associating no dental care visits suggested that low family income (OR 1.58), poor maternal mental health (OR 1.54), high school education or less (OR 1.34), and multi-racial/other race (OR 1.18) were significant factors for the US. Regional variation existed for those risk factors and their association with the outcomes, but income, education, and poor maternal mental health consistently played a significant role in adverse outcomes. The cumulative risk index was strongly related to poor oral health outcomes, with a weaker relationship to dental care utilization. Conclusions for Practice US children experiencing certain social risk factors, such as low family income, high school education or less, and poor maternal mental health, are likely to be at greater risk for poor dental health and low levels of dental-care seeking behavior. Children experiencing multiple social risks are at greater risk for poor oral outcomes than children who experience fewer social risks. An approach that involves the social determinants of health is needed to address these issues."
5,12,84,Medical , Children's Health  , Questionnaire; Reliability; Indigenous peoples; Children and youth        ,"Purpose: The aim of this research was to evaluate the reliability of the Aboriginal Children's Health and Well-Being Measure(C) (ACHWM). Methods: Two cohorts of children from Wiikwemkoong Unceded Territory were recruited for this study. Each child completed the ACHWM independently on a computer tablet running a customized survey app. The data from the first and second cohorts were used to estimate the internal consistencies using Cronbach's alpha. A subgroup of the second cohort completed the survey twice, within the same day. The data from this subgroup was used to evaluate the test-retest reliability using a random effects Intra-class Correlation Coefficient (ICC). Results: There were 124 participants in the first cohort and 132 participants in the second cohort. The repeated measures subgroup was comprised of 29 participants from the second cohort. The internal consistency statistic (Cronbach's alpha) was 0.93 for the first and second cohorts. The test-retest reliability ICC was 0.94 (95% CI 0.86-0.97) for the ACHWM summary scores based on the repeated measures subgroup. Conclusions: These results establish the internal consistency and the test-retest validity of the ACHWM. This important finding will enable Aboriginal communities to use this measure with confidence and promote the voices of their children in reporting their health. The ACHWM is an essential data gathering tool that enables evidence-based health care for Aboriginal communities."
5,12,84,Medical , Children's Health  , State laws; Obesity; School nutrition; Child health        ,"Many states have enacted laws to improve school nutrition. We tested whether stronger state nutrition laws are associated with subsequently decreased obesity. We conducted a retrospective national multi-year panel data study (analyzed 2014-2016 at the Children's Hospital of Philadelphia). The predictors were 2010 laws regarding 9 nutrition categories from the Classification of Laws Associated with School Students, which grades the strength of state laws (none, weak, or strong). The outcome was weight status (healthy weight, overweight, or obese) in elementary, middle, and high school from the 2011/2012 National Survey of Children's Health. We tested the association between the strength of laws and weight using multinomial logistic regression. To further evaluate our main results, we conducted state-level longitudinal analyses testing the association between competitive food and beverage laws on the change in obesity from 2003-2011. In main analyses of 40,177 children ages 1017 years, we found strong state laws restricting the sale of competitive food and beverages in elementary school (OR: 0.68; 95% CI: 0.48, 0.96) and strong advertising laws across all grades (OR: 0.63; 95% CI: 0.46, 0.86) were associated with reduced odds of obesity. In longitudinal analyses, states with strong competitive food and beverage laws from 2003-2010 had small but significant decreases in obesity, compared to states with no laws. Although further research is needed to determine the causal effect of these laws, this study suggests that strong state laws limiting the sale and advertising of unhealthy foods and beverages in schools are associated with decreased obesity rates. (C) 2016 Elsevier Inc. All rights reserved."
5,12,84,Medical , Children's Health  , natural disaster; preschool children; physical development; children's health; retrospective cohort        ,"Background: The Great East Japan Earthquake inflicted severe damage on the Pacific coastal areas of northeast Japan. Although possible health impacts on aged or handicapped populations have been highlighted, little is known about how the serious disaster affected preschool children's health. We conducted a nationwide nursery school survey to investigate preschool children's physical development and health status throughout the disaster. Methods: The survey was conducted from September to December 2012. We mailed three kinds of questionnaires to nursery schools in all 47 prefectures in Japan. Questionnaire ""A"" addressed nursery school information, and questionnaires ""B1"" and ""B2"" addressed individuals' data. Our targets were children who were born from April 2, 2004, to April 1, 2005 (those who did not experience the disaster during their preschool days) and children who were born from April 2, 2006, to April 1, 2007 (those who experienced the disaster during their preschool days). The questionnaire inquired about disaster experiences, anthropometric measurements, and presence of diseases. Results: In total, 3624 nursery schools from all 47 prefectures participated in the survey. We established two nationwide retrospective cohorts of preschool children; 53 747 children who were born from April 2, 2004, to April 1, 2005, and 69 004 children who were born from April 2, 2006, to April 1, 2007. Among the latter cohort, 1003 were reported to have specific personal experiences with the disaster. Conclusions: With the large dataset, we expect to yield comprehensive study results about preschool children's physical development and health status throughout the disaster."
5,12,84,Medical , Children's Health  , premarital pregnancy; South Korea; discrete-time event history analysis        ,"Despite the heightened interest in human reproduction and the significant implications of premarital pregnancy for children's health, strikingly little research has paid attention to the determinants or premarital pregnancy compared with more conventional fertility behavior. To fill this gap in the literature, this study drew data from the Korean Longitudinal Survey of Women and Families (N=4333) and estimated discrete-time event history models using multinomial logistic regressions. Results from descriptive analyses indicate that the share of premarital pregnancy among all births registered increased roughly two and a half times between 1997 and 2014. Also, while premarital conception increased in women at all educational levels, high school graduates and those with less than an elementary school education showed the largest increase in the share of premarital pregnancy. The results from multivariate models suggest that the characteristics of the women's family of origin, such as being the firstborn child, the mother's education, their living arrangements during adolescence, and their region of residence have enduring effects on both premarital and post-martial pregnancy. Women's achieved socioeconomic status, however, showed a weaker effect on the odds of premarital pregnancy than expected. The predicted probabilities of premarital pregnancy by age at first marriage across birth cohorts born between the 1940s and 1970s suggest that premarital pregnancy is particularly pronounced among women who marry in their early twenties. Moreover, at a given age at first marriage, the predicted probability of premarital pregnancy monotonically increases in more recent birth cohorts, suggesting that bridal pregnancy is increasingly prevalent among modern Korean women."
5,12,84,Medical , Children's Health  , grandparent; caretaking; grandchildren; health        ,"Introduction: Grandparents are often highly involved as secondary caregivers for their grandchildren and may influence children's psychological and physical health outcomes. The purpose of the current review was to gather and synthesize research findings on the effects of grandparent involvement on children's physical health outcomes. Method: PubMed, PsycInfo, and MedLine were searched by 3 independent reviewers for articles that reported on grandparent involvement and children's health. Twenty-six articles were included for final review based on selection criteria. Results: Relatively few studies have examined the effects of grandparent involvement on children's health outcomes; therefore, the degree of their influence remains unclear. Four categories of children's health outcomes (disease/illness, weight, eating behaviors, and injury/safety) emerged during this review. Results indicated that the majority of studies available reported a negative effect of grandparent involvement on child's weight status. However, it is important to note that in most of these studies, the effects of grandparent involvement were not a primary outcome, and the amount of time grandparents spent with their grandchildren was not accounted for. Many studies in this review were qualitative studies, limiting the types of analyses that could be conducted. In addition, few longitudinal studies have been conducted in this area. Discussion: Based on this review, it is clear that grandparents are involved in caretaking for children across many cultures but to understand their role in children's health outcomes, more systematic and longitudinal research needs to be conducted."
5,12,84,Medical , Children's Health  , CHIP; cost concentration; public insurance; children; high cost        ,"Devising effective cost-containment strategies in public insurance programs requires understanding the distribution of health care spending and characteristics of high-cost enrollees. The aim was to characterize high-cost enrollees in a state's public insurance program and determine whether expenditure inequality changes over time, or with changes in cost-sharing policies or program eligibility. We use 1999-2011 claims and enrollment data from the Alabama Children's Health Insurance Program, ALL Kids. All children enrolled in ALL Kids were included in our study, including multiple years of enrollment (N = 1,031,600 enrollee-months). We examine the distribution of costs over time, whether this distribution changes after increases in cost sharing and expanded eligibility, patient characteristics that predict high-cost status, and examine health services used by high-cost children to identify what is preventable. The top 10% (1%) of enrollees account for about 65.5% (24.7%) of total program costs. Inpatient and outpatient costs are the largest components of costs incurred by high-cost utilizers. Non-urgent emergency department costs are a relatively small portion. Average expenditure increases over time, particularly after expanded eligibility, and the share of costs incurred by the top 10% and 1% increases slightly. Multivariable logistic regression results indicate that infants and older teens, Caucasian children, and those with chronic conditions are more likely to be high-cost utilizers. Increased cost sharing does not reduce cost concentration or average expenditure among high-cost utilizers. These findings suggest that identifying and targeting potentially preventable costs among high-cost utilizers are called for to help reduce costs in public insurance programs."
5,12,84,Medical , Children's Health  , Perfluorinated compounds; Childhood infections; Immunotoxicity; Prenatal exposure; Cohort study        ,"Introduction: Perfluorinated alkylated substances (PFAS) are persistent industrial chemicals that have resulted in global environmental exposures. Previous epidemiological studies have reported possible effects on the immune system after developmental PFAS exposure, but the possible impact on childhood infectious disease is unclear. Objectives: To investigate the association between prenatal exposure to PFAS and symptoms of infections at age 1-4 years. Methods: The Odense Child Cohort is an on-going prospective study on children's health, where serum concentrations of perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorohexane sulfonic acid (PFHxS), perfluorodecanoic acid (PFDA) and perfluorononanoic acid (PFNA) were measured in 649 pregnant women before gestational week 16. Of these women, 359 reported on symptoms of infection in their child every two weeks for a one-year period. The association between prenatal exposure to PFAS and the symptoms was estimated using a logistic regression model and a negative binomial regression model. For the latter, the outcome was reported as an incidence rate-ratio (IRR), and all models were adjusted for maternal age, educational level, parity and child age. Results: On average, the children experienced symptoms of infection 23% of the time during one year. PFOS exposure in the high tertile compared to the low tertile was associated with a statistically significant increased proportion of days with fever (IRR: 1.65 (95% CI: 1.24, 2.18), P-trend < 0.001) and an increased odds of experiencing days with fever above the median (OR: 2.35 (95% CI: 1.31, 4.11). The latter tendency was also apparent for PFOA (OR: 1.97 (95% CI: 1.07, 3.62). Further, higher concentrations of PFOS and PFOA tended to increase the number of episodes of co-occurrence of fever and coughing and fever and nasal discharge during the one-year study period. Conclusion: We found a positive association between prenatal exposure to PFOS and PFOA and the prevalence of fever, which may be a sensitive marker of infection. This finding is in agreement with an immunotoxic effect of prenatal exposure to PFAS. The wider implications for childhood infectious disease deserve attention. (C) 2016 Elsevier Ltd. All rights reserved."
5,12,84,Medical , Children's Health  , Intellectual disability; Children; Obesity prevalence        ,"Background: Data on obesity prevalence in children with intellectual disability (ID) are scarce. Objective: We estimated rates of obesity among children aged 10-17 years with and without ID in a nationally representative dataset that included measures of child weight and ID status, as well as family meal frequency, physical activity, and sedentary behavior. Methods: Chi-square tests compared prevalence of obesity, demographic and behavioral characteristics between children with and without ID as reported in the 2011 National Survey of Children's Health. Tests for interaction in logistic regression models determined whether associations between obesity and behavioral characteristics were different between children with/without ID. Results: Obesity prevalence for children with ID was 28.9% and 15.5% for children without ID. After adjusting for age, sex, race/ethnicity and poverty level, the odds ratio was significantly 1.89 times greater among children with ID than among those without ID (95% CI: 1.14 to 3.12). Among children with ID, 49.8% ate at least one meal with family members every day compared to 35.0% without ID (p < 0.002), and 49.5% with ID participated in frequent physical activity compared to 62.9% (p < 0.005). Prevalence of obesity was higher among all children who ate family meals every day compared to fewer days per week, and the effect was significantly more pronounced among those with ID (p = 0.05). Conclusions: Prevalence of obesity among youth with ID was almost double that of the general population. Prospective studies are needed in this population to examine the impact of consistent family mealtimes and infrequent physical activity. (C) 2015 Elsevier Inc. All rights reserved."
5,12,84,Medical , Children's Health  , Fine particulates; Environmental mapping system; Wheezing; Immunoglobulin E; Eosinophil count        ,"The aim of this study was to link the concentrations of particulate matter with an aerodynamic diameter below 2.5 mu m (PM2.5) and associated heavy metals with occurrence of wheezing and hospitalizations due to wheezing in 111 children who live near metallurgical plants in Targoviste City, Romania. A group of 72 children with high levels of immunoglobulin E (IgE) and eosinophils, as well as frequent wheezing episodes, was geolocated on digital thematic maps. Monitoring campaigns and medical assessments were performed over two consecutive years (2013-2014). The multiannual average concentrations of PM2.5 ranged from 4.6 to 22.5 mu g m(-3), up to a maximum value of 102 mu g m(-3). Significant correlations (p < 0.01) were observed between the locations of the children with respiratory issues and the PM2.5 multiannual average (r = 0.985) and PM2.5 maximum (r = 0.813). Fe, Ni, Cd, and Cr were the main marker elements of the emissions from steel production and metal-working facilities in the Targoviste area. The results support the hypothesis that increased PM2.5 levels directly influence wheezing symptom and asthma attacks in the analyzed group. IgE, eosinophils, and wheezing episodes may be considered key indicators with which to evaluate the adverse effects of PM2.5 air pollution on children's health."
5,12,84,Medical , Children's Health  , Photovoice; Collective voices; Social determinants of child health; Climatically vulnerable region; Dialogue with community decision makers        ,"Background: The Indian Sundarbans is marked by inhospitable terrain and frequent climatic shocks which jointly hinder access to health care. Community members, and women in particular, have few means to communicate their concerns to local decision makers. Photovoice is one way in which communities can raise their local health challenges with decision makers. This study unlocks mothers' voices on the determinants of their children's health to inform local level decision-making on child health issues in the Indian Sundarbans. Methods: Photovoice action research was conducted in three blocks in the Sundarbans region of West Bengal, India. The project involved eight groups of eight to ten mothers who had at least one child below 6 years of age across four villages. The mothers received training on photo documentation and ethical concerns before taking two rounds of photographs within 6 months, interspersed by fortnightly group meetings facilitated by researchers. Photographs and key messages were communicated to local decision makers during block and village level interface sessions with the mothers and researchers. Results: Mothers' photos focused on specific determinants of health, such as water and sanitation; health status, such as malnutrition and non-communicable diseases; service accessibility; climate conditions; and social issues such as early marriage and recurrent pregnancy. Some issues were not captured by photos but were discussed in group meetings, including domestic violence and the non-availability of medical practitioners. We found differences by mother's educational status, livelihood and caste identity in the extent and nature of photographs taken. As a result of the mother's interface with community decision makers, which included showcasing a selection of their photos, efforts to improve road infrastructure and human resource availability in the primary health centres and local government were realized. Conclusion: Photovoice has the potential to express the voices of vulnerable communities regarding their health needs and can help them dialogue with local decision makers to inform community health policy and planning. More needs to be done to understand how social differences among photovoice participants influences how they engage with the methodology."
5,12,84,Medical , Children's Health  , access to care; child and adolescent health; quality of care; family-centered care; Latino; immigration; emerging destinations        ,"Background: Latino populations have disproportionately moved to areas in the Southeast and Midwest (emerging destinations), outside traditional Latino enclaves, in recent years. Objective: To examine whether health care experiences differ between traditional and emerging destinations for Latino children. Research Design: We defined traditional and emerging destination counties based on levels and changes in the Latino population between 2000 and 2010. Measures were linked to the restricted National Survey of Children's Health along with county-level data from the Area Resource File and Census of State and Local Governments. To compare outcomes among Latino children across destinations, linear probability models adjusted for individual-level characteristics, area-level characteristics, and state fixed effects. Measures: Outcomes were access to a usual source of care, unmet health care needs, preventive health visit in prior year, and family-centered care. Results: Compared with traditional destination counterparts, Latino children in emerging destinations tended to be younger, healthier, and more likely to be in families speaking English at home. Latino children in emerging destinations were significantly less likely to have a usual source of care adjusting for individual-level and county-level variables, but other dimensions of access were similar between destinations. Conclusions: Differences in usual source of care may reflect lower supply of culturally competent providers or limited information about where and how to seek care. For realized access to care, protective factors in emerging destinations, such as higher average incomes in the area and lower community uninsurance rates, might counteract any negative effects of emerging destinations."
5,12,84,Medical , Children's Health  , Wasting; under-nutrition; stunting; underweight; informal settlements        ,"Context: Children living in slums are at high risk of being malnourished. There are no published reviews on existing interventions promoting better nutrition for children living in slums and the risk factors for children's malnutrition. Improved understanding of the risk factors for malnutrition in slums communities and the impact of interventions on children's health can provide guidance to practitioners and decision-makers. The present review is designed to provide this information. Methods: The search included 30 electronic bibliographic databases and relevant eligible studies published up to December 2013. Results: The search located 1512 citations. Full text relevance screening was conducted on 226 studies and on abstracts for 16 studies. The final 58 unique studies included 22 on interventions and 38 on risk. All of the interventions were nutrition-specific, with nutritional intervention being the most dominant type. Seventy-three per cent of the interventions were assessed effective. Conclusion: The findings stressed the gaps in knowledge in terms of quality assessment and programmatic recommendations to identify children who are the most at risk of malnutrition to appropriately target interventions. Finally, the review helped to inform a systematic review (Cochrane Systematic review protocol 2015) that will examine the impact of interventions on outcome measures."
0,5,5,CS , Computer graphics  , Animation; forward kinematics; rehabilitation; self-avatar        ,The emerging use of self-avatars for physical and motor rehabilitation leads to specific requirements for their real-time animation that combine properties from the fields of computer graphics and of biomechanics. We present a method for animating a self-avatar in real-time that allows for high-fidelity representation of whole-body kinematics using anatomical and reproducible bone-segment definition. The method requires little setup time and has low motion-to-photon latency.
0,5,5,CS , Computer graphics  , Discrete Geodesics; Pairwise Window Pruning; Order Preservation; Window List Propagation; Wavefront Propagation        ,"Computing discrete geodesic distance over triangle meshes is one of the fundamental problems in computational geometry and computer graphics. In this problem, an effective window pruning strategy can significantly affect the actual running time. Due to its importance, we conduct an in-depth study of window pruning operations in this paper, and produce an exhaustive list of scenarios where one window can make another window partially or completely redundant. To identify a maximal number of redundant windows using such pairwise cross checking, we propose a set of procedures to synchronize local window propagation within the same triangle by simultaneously propagating a collection of windows from one triangle edge to its two opposite edges. On the basis of such synchronized window propagation, we design a new geodesic computation algorithm based on a triangle-oriented region growing scheme. Our geodesic algorithm can remove most of the redundant windows at the earliest possible stage, thus significantly reducing computational cost and memory usage at later stages. In addition, by adopting triangles instead of windows as the primitive in propagation management, our algorithm significantly cuts down the data management overhead. As a result, it runs 4-15 times faster than MMP and ICH algorithms, 2-4 times faster than FWP-MMP and FWP-CH algorithms, and also incurs the least memory usage."
